0,0,0
0.015,-6.6555e-06,0
0.032,-3.029e-05,0
0.047,-6.5342e-05,0
0.065,-0.00012498,0
0.083,-0.00020378,0
0.1,-0.0002958,0
0.116,-0.00039298,0
0.131,-0.00048423,0
0.149,-0.00058788,0
0.167,-0.00068514,0
0.182,-0.00076131,0
0.198,-0.00083767,0
0.213,-0.00090466,0
0.23,-0.00097523,0
0.246,-0.0010364,0
0.264,-0.0010993,0
0.283,-0.0011587,0
0.3,-0.0012058,0
0.316,-0.0012449,0
0.332,-0.001279,0
0.348,-0.001308,0
0.364,-0.001332,0
0.381,-0.0013562,0
0.399,-0.0013897,0
0.415,-0.0014303,0
0.432,-0.0014844,0
0.45,-0.0015542,0
0.467,-0.0016318,0
0.483,-0.0017152,0
0.499,-0.0018088,0
0.515,-0.0019124,0
0.531,-0.0020262,0
0.548,-0.0021581,0
0.567,-0.002319,0
0.585,-0.0024846,0
0.602,-0.0026527,0
0.62,-0.0028432,0
0.637,-0.0030333,0
0.654,-0.0032306,0
0.672,-0.0034457,0
0.687,-0.0036299,0
0.705,-0.0038567,0
0.722,-0.0040768,0
0.738,-0.0042891,0
0.756,-0.004534,0
0.773,-0.0047712,0
0.789,-0.0049997,0
0.806,-0.0052479,0
0.824,-0.005517,0
0.842,-0.0057924,0
0.857,-0.0060268,0
0.875,-0.006314,0
0.877,-0.0063462,0
0.912,-0.0068796,0
0.93,-0.0071304,0
0.945,-0.0073271,0
0.963,-0.0075486,0
0.98,-0.0077432,0
0.996,-0.0079132,0
1.028,-0.0082155,0
1.044,-0.0083477,0
1.059,-0.0084602,0
1.077,-0.0085805,0
1.095,-0.0086849,0
1.112,-0.0087687,0
1.13,-0.008842,0
1.147,-0.0088966,0
1.165,-0.0089388,0
1.167,-0.0089426,0
1.184,-0.0089789,0
1.202,-0.0090267,0
1.22,-0.009084,0
1.237,-0.0091469,0
1.255,-0.0092229,0
1.271,-0.0092985,0
1.288,-0.0093871,0
1.306,-0.0094902,0
1.323,-0.0095964,0
1.341,-0.0097181,0
1.357,-0.0098344,0
1.372,-0.0099503,0
1.389,-0.01009,0
1.404,-0.01022,0
1.42,-0.010365,0
1.436,-0.010516,0
1.453,-0.010682,0
1.471,-0.010865,0
1.488,-0.011042,0
1.504,-0.011215,0
1.522,-0.011415,0
1.54,-0.011622,0
1.558,-0.011835,0
1.575,-0.012042,0
1.591,-0.012242,0
1.609,-0.012473,0
1.626,-0.012697,0
1.644,-0.01294,0
1.661,-0.013176,0
1.679,-0.013431,0
1.695,-0.013662,0
1.712,-0.013909,0
1.73,-0.014174,0
1.747,-0.014427,0
1.766,-0.014713,0
1.768,-0.014744,0
1.784,-0.014988,0
1.801,-0.01525,0
1.818,-0.015515,0
1.835,-0.015783,0
1.851,-0.016038,0
1.869,-0.016328,0
1.887,-0.016621,0
1.905,-0.016917,0
1.92,-0.017167,0
1.938,-0.017475,0
1.957,-0.01781,0
1.974,-0.018119,0
1.99,-0.018417,0
2.005,-0.018704,0
2.022,-0.019037,0
2.038,-0.019359,0
2.055,-0.019709,0
2.074,-0.02011,0
2.091,-0.020477,0
2.107,-0.020831,0
2.125,-0.021239,0
2.143,-0.021656,0
2.161,-0.022082,0
2.178,-0.022486,0
2.197,-0.022919,0
2.215,-0.023303,0
2.232,-0.023642,0
2.248,-0.02394,0
2.265,-0.024235,0
2.283,-0.024523,0
2.299,-0.024757,0
2.301,-0.024785,0
2.317,-0.024996,0
2.336,-0.025221,0
2.352,-0.025388,0
2.368,-0.025535,0
2.386,-0.025676,0
2.403,-0.025786,0
2.421,-0.025877,0
2.438,-0.02595,0
2.456,-0.026032,0
2.472,-0.026118,0
2.488,-0.026217,0
2.504,-0.026329,0
2.521,-0.026461,0
2.539,-0.026617,0
2.555,-0.026769,0
2.572,-0.026944,0
2.59,-0.027146,0
2.605,-0.027325,0
2.622,-0.027542,0
2.638,-0.02776,0
2.656,-0.02802,0
2.674,-0.028295,0
2.689,-0.028531,0
2.705,-0.028777,0
2.722,-0.029025,0
2.737,-0.029231,0
2.755,-0.029464,0
2.772,-0.029669,0
2.788,-0.02985,0
2.806,-0.030038,0
