0,0,-3.3379e-08
0.012579,0.00065066,0.00085252
0.025158,0.0027367,0.0027617
0.037737,0.0064161,0.0060792
0.050316,0.011875,0.010801
0.062895,0.019202,0.016695
0.075474,0.028287,0.024104
0.088053,0.039073,0.032702
0.10063,0.05162,0.04307
0.11321,0.06609,0.054749
0.12579,0.082366,0.067497
0.13837,0.10013,0.081589
0.15095,0.11951,0.097546
0.16353,0.14064,0.1141
0.17611,0.16307,0.1315
0.18868,0.18651,0.15053
0.20126,0.21124,0.17025
0.21384,0.23719,0.1908
0.22642,0.26423,0.21257
0.239,0.29276,0.23602
0.25158,0.32338,0.26104
0.26416,0.35628,0.28724
0.27674,0.39104,0.31457
0.28932,0.42711,0.34284
0.30189,0.46411,0.37207
0.31447,0.5021,0.4026
0.32705,0.54145,0.43438
0.33963,0.58242,0.46716
0.35221,0.62509,0.5015
0.36479,0.66973,0.53754
0.37737,0.71643,0.57452
0.38995,0.76479,0.61275
0.40253,0.81452,0.65229
0.41511,0.86554,0.69272
0.42768,0.91791,0.73496
0.44026,0.97188,0.7777
0.45284,1.0273,0.82202
0.46542,1.0843,0.86786
0.478,1.143,0.91422
0.49058,1.2032,0.96232
0.50316,1.2648,1.0112
0.51574,1.3277,1.0612
0.52832,1.3917,1.1121
0.54089,1.457,1.1645
0.55347,1.5237,1.2175
0.56605,1.5917,1.2717
0.57863,1.6607,1.326
0.59121,1.7304,1.3817
0.60379,1.801,1.4381
0.61637,1.8729,1.4957
0.62895,1.9458,1.553
0.64153,2.0194,1.6118
0.65411,2.0935,1.6705
0.66668,2.1682,1.7303
0.67926,2.2439,1.7911
0.69184,2.321,1.8526
0.70442,2.3992,1.9146
0.717,2.4782,1.9773
0.72958,2.5579,2.0409
0.74216,2.6389,2.1064
0.75474,2.7216,2.1719
0.76732,2.8057,2.2392
0.77989,2.8913,2.3074
0.79247,2.9783,2.3762
0.80505,3.0663,2.4463
0.81763,3.1554,2.5172
0.83021,3.2457,2.5895
0.84279,3.3375,2.6625
0.85537,3.4305,2.7365
0.86795,3.5246,2.8111
0.88053,3.6197,2.8869
0.89311,3.7158,2.9636
0.90568,3.8131,3.041
0.91826,3.9115,3.1192
0.93084,4.0107,3.1981
0.94342,4.1107,3.2775
0.956,4.2114,3.3578
0.96858,4.3127,3.4377
0.98116,4.4143,3.519
0.99374,4.5165,3.6006
1.0063,4.6195,3.683
1.0189,4.7239,3.7663
1.0315,4.8293,3.8494
1.0441,4.9356,3.9346
1.0566,5.042,4.0194
1.0692,5.15,4.1049
1.0818,5.2581,4.1902
1.0944,5.3664,4.2768
1.1069,5.4744,4.3632
1.1195,5.5838,4.4504
1.1321,5.6939,4.5382
1.1447,5.8047,4.626
1.1573,5.9162,4.7147
