1.27,-0.01972,-0.023551,-0.014294
1.285,-0.00986,-0.023772,-0.014649
1.301,-0.01972,-0.024009,-0.015031
1.316,0.02958,-0.023935,-0.015391
1.334,0.01972,-0.023491,-0.015817
1.352,-0.00986,-0.023403,-0.01624
1.369,-0.01972,-0.023654,-0.01664
1.385,-0.02958,-0.024049,-0.017021
1.4,-0.00986,-0.024344,-0.017384
1.432,-0.00986,-0.02466,-0.018168
1.449,-0.06902,-0.02533,-0.018593
1.467,-0.0986,-0.026839,-0.019063
1.485,-0.0493,-0.02817,-0.019558
1.503,-0.02958,-0.02888,-0.020071
1.519,-0.03944,-0.029432,-0.020538
1.534,-0.05916,-0.030172,-0.020985
1.551,0.00986,-0.030591,-0.021501
1.566,0,-0.030517,-0.021959
1.584,0.08874,-0.029718,-0.022502
1.602,0.06902,-0.028298,-0.023024
1.619,0.08874,-0.026957,-0.023493
1.637,-0.03944,-0.026514,-0.023975
1.652,-0.06902,-0.027327,-0.024378
1.685,-0.08874,-0.02993,-0.025323
1.7,-0,-0.030596,-0.025777
1.718,-0.01972,-0.030773,-0.026329
1.735,-0.00986,-0.031024,-0.026855
1.753,-0.0493,-0.031557,-0.027418
1.769,-0.02958,-0.032188,-0.027928
1.784,0.01972,-0.032262,-0.028411
1.802,0.07888,-0.031375,-0.028984
1.819,0.05916,-0.030201,-0.029507
1.837,0.0493,-0.029225,-0.030042
1.853,0.00986,-0.028752,-0.030506
1.868,-0.0493,-0.029048,-0.03094
1.885,-0.07888,-0.030137,-0.031443
1.9,-0.0493,-0.031098,-0.031902
1.916,-0.02958,-0.031729,-0.032404
1.934,-0.02958,-0.032262,-0.03298
1.951,0.02958,-0.032262,-0.033529
1.986,-0.00986,-0.031917,-0.034652
2.004,0,-0.032006,-0.035227
2.02,0.03944,-0.03169,-0.035737
2.037,0.01972,-0.031187,-0.036271
2.055,0.05916,-0.030477,-0.036826
2.07,0.02958,-0.029812,-0.037278
2.088,-0.00986,-0.029634,-0.037813
2.106,-0.02958,-0.029989,-0.03835
2.123,0,-0.030241,-0.038862
2.141,-0.02958,-0.030507,-0.039409
2.158,-0,-0.030758,-0.03993
2.176,-0.01972,-0.030936,-0.040485
2.192,0.01972,-0.030936,-0.04098
2.209,0.00986,-0.030684,-0.041503
2.227,0.02958,-0.030329,-0.042053
2.244,0.03944,-0.029743,-0.042563
2.264,0,-0.029348,-0.043154
2.282,0.00986,-0.02926,-0.043682
2.299,0.00986,-0.029092,-0.044178
2.318,0.02958,-0.028717,-0.044727
2.335,0.00986,-0.028382,-0.045212
2.357,-0.0493,-0.028816,-0.045841
2.375,-0.08874,-0.030058,-0.046371
2.392,-0.07888,-0.031483,-0.046894
2.411,0,-0.032232,-0.0475
2.428,-0.01972,-0.0324,-0.048049
2.444,0,-0.032558,-0.048569
2.462,-0.02958,-0.032824,-0.049157
2.48,0.00986,-0.033001,-0.049749
2.498,0.0493,-0.032469,-0.050339
2.515,0.06902,-0.031463,-0.050882
2.533,0.0493,-0.030398,-0.051439
2.551,-0.00986,-0.030043,-0.051983
2.568,-0.01972,-0.030295,-0.052496
2.587,-0.10846,-0.031513,-0.053083
2.635,-0.03944,-0.035062,-0.054681
2.65,-0.05916,-0.035802,-0.055212
2.678,-0.03944,-0.037182,-0.056234
2.695,0,-0.037517,-0.056869
2.713,0.00986,-0.037429,-0.057543
2.731,0.06902,-0.036719,-0.058211
2.748,0.05916,-0.035629,-0.058826
2.766,0.02958,-0.03483,-0.05946
2.783,0.01972,-0.034411,-0.060048
2.801,-0.05916,-0.034766,-0.060671
2.817,-0.01972,-0.035397,-0.061232
2.832,-0,-0.035545,-0.061764
2.849,-0.01972,-0.035713,-0.06237
2.864,-0.05916,-0.036305,-0.06291
2.882,-0.0493,-0.037281,-0.063572
2.9,-0.02958,-0.037991,-0.06425
2.917,0.0493,-0.037823,-0.064894
2.933,0.02958,-0.037192,-0.065494
2.948,0.05916,-0.036526,-0.066047
2.964,-0,-0.036053,-0.066628
2.982,-0.01972,-0.036231,-0.067278
2.999,0.00986,-0.036314,-0.067895
3.017,0.01972,-0.036048,-0.068546
3.034,0,-0.035881,-0.069158
3.05,-0.02958,-0.036117,-0.069734
3.066,-0.0493,-0.036748,-0.070317
3.081,-0.02958,-0.03734,-0.070872
3.099,0.03944,-0.037251,-0.071544
3.116,0.0493,-0.036497,-0.072171
3.134,0.0493,-0.035609,-0.072819
3.152,-0,-0.035166,-0.073456
3.167,-0.00986,-0.03524,-0.073985
3.183,0,-0.035319,-0.074549
3.199,0.01972,-0.035161,-0.075113
3.215,0.01972,-0.034845,-0.075673
3.233,-0,-0.034668,-0.076298
3.25,-0.03944,-0.035003,-0.076891
3.268,-0.00986,-0.035447,-0.077525
3.283,0.03944,-0.035225,-0.078055
3.299,0.01972,-0.034752,-0.078615
3.317,0.02958,-0.034308,-0.079236
3.334,0,-0.034056,-0.079817
3.352,-0.00986,-0.034145,-0.080431
3.367,0,-0.034219,-0.080944
3.383,0.02958,-0.033982,-0.081489
3.4,0.03944,-0.033396,-0.082062
3.415,0.02958,-0.032878,-0.082559
3.433,-0.03944,-0.032967,-0.083152
3.45,-0.02958,-0.033554,-0.083717
3.466,-0.0493,-0.034185,-0.084259
3.483,0.00986,-0.03452,-0.084843
3.516,-0.00986,-0.03452,-0.085982
3.533,-0.01972,-0.034771,-0.086571
3.551,-0.01972,-0.035126,-0.0872
3.567,0.00986,-0.035205,-0.087763
3.582,0.00986,-0.035057,-0.08829
3.6,0.07888,-0.034259,-0.088914
3.617,0.01972,-0.03342,-0.089489
3.635,0.01972,-0.033066,-0.090087
3.651,-0.03944,-0.033223,-0.090618
3.666,-0.05916,-0.033963,-0.091122
3.683,-0.03944,-0.034801,-0.091706
3.698,-0.01972,-0.035245,-0.092231
3.716,0,-0.035422,-0.092867
3.732,-0.02958,-0.035659,-0.093436
3.749,0.01972,-0.035742,-0.094043
3.767,0.02958,-0.035299,-0.094682
3.802,0.03944,-0.034091,-0.095897
3.818,0.0493,-0.033381,-0.096436
3.833,-0.03944,-0.033307,-0.096937
3.85,0,-0.033642,-0.097506
3.865,0.00986,-0.033568,-0.09801
3.883,-0.02958,-0.033746,-0.098616
3.901,-0.0493,-0.034456,-0.099229
3.918,-0.06902,-0.035461,-0.099824
3.934,-0.06902,-0.036566,-0.1004
3.949,-0.05916,-0.037527,-0.10096
3.966,0.00986,-0.037946,-0.1016
3.982,0.0493,-0.037473,-0.1022
3.999,0.05916,-0.036551,-0.10283
4.017,0.02958,-0.035752,-0.10348
4.034,-0.0493,-0.03592,-0.10409
4.05,-0.0493,-0.036709,-0.10467
4.066,0.03944,-0.036788,-0.10526
4.081,-0.01972,-0.03664,-0.10581
4.099,-0.01972,-0.036995,-0.10647
4.134,-0.07888,-0.03872,-0.1078
4.152,-0.0493,-0.039874,-0.1085
4.167,0,-0.040244,-0.10911
4.183,0.03944,-0.039928,-0.10975
4.199,0.03944,-0.039297,-0.11038
4.215,-0.03944,-0.039297,-0.11101
4.233,-0.03944,-0.040007,-0.11172
4.25,-0,-0.040342,-0.11241
4.268,0.02958,-0.040076,-0.11313
4.283,0.01972,-0.039706,-0.11373
4.299,-0.0493,-0.039943,-0.11437
4.332,-0.05916,-0.041732,-0.11571
4.35,-0.02958,-0.042531,-0.11647
4.367,-0.01972,-0.04295,-0.1172
4.385,-0,-0.043128,-0.11797
4.401,-0.00986,-0.043207,-0.11866
4.416,-0.01972,-0.043428,-0.11931
4.433,-0,-0.043596,-0.12005
4.448,0.00986,-0.043522,-0.12071
4.466,0.02958,-0.043167,-0.12149
4.482,0.03944,-0.042615,-0.12217
4.499,-0.01972,-0.042447,-0.1229
4.517,-0.01972,-0.042802,-0.12366
4.534,-0.02958,-0.043221,-0.12439
4.55,0.00986,-0.043379,-0.12509
4.566,0.00986,-0.043221,-0.12578
4.581,0.02958,-0.042926,-0.12643
4.63,-0.01972,-0.042684,-0.12852
4.646,-0.02958,-0.043078,-0.12921
4.671,-0,-0.043448,-0.13029
4.689,0.0493,-0.043004,-0.13107
4.706,0.0493,-0.042166,-0.13179
4.724,-0,-0.041723,-0.13255
4.742,0,-0.041723,-0.1333
4.757,-0.05916,-0.042166,-0.13393
4.775,-0,-0.042699,-0.13469
4.792,-0.00986,-0.042783,-0.13542
4.81,0.00986,-0.042783,-0.13619
4.828,-0.03944,-0.043049,-0.13696
4.843,-0.03944,-0.04364,-0.13761
4.859,-0.00986,-0.044035,-0.13831
4.875,0.00986,-0.044035,-0.13902
4.891,-0,-0.043956,-0.13972
4.909,0.00986,-0.043867,-0.14051
4.927,-0.05916,-0.044311,-0.14131
4.945,-0.01972,-0.045021,-0.14211
4.96,-0.01972,-0.045317,-0.14279
4.978,0.02958,-0.045228,-0.1436
4.994,-0,-0.044991,-0.14432
5.009,-0.02958,-0.045213,-0.145
5.026,-0.03944,-0.0458,-0.14577
5.041,-0.01972,-0.046243,-0.14646
5.059,-0,-0.046421,-0.1473
5.077,0.01972,-0.046243,-0.14813
5.094,-0.01972,-0.046243,-0.14892
5.11,-0.05916,-0.046874,-0.14966
5.125,-0,-0.047318,-0.15037
5.142,-0.01972,-0.047486,-0.15117
5.158,0.02958,-0.047407,-0.15193
5.175,0.02958,-0.046904,-0.15274
5.194,-0.01972,-0.04681,-0.15363
5.211,-0.02958,-0.047229,-0.15443
5.227,-0.06902,-0.048018,-0.15519
5.243,0.0493,-0.048176,-0.15596
5.259,0.01972,-0.047624,-0.15672
5.275,0.00986,-0.047387,-0.15748
5.292,-0.02958,-0.047555,-0.15829
5.31,-0.07888,-0.048531,-0.15916
5.328,0.01972,-0.049063,-0.16003
5.359,0.00986,-0.048605,-0.16155
5.376,-0.00986,-0.048605,-0.16237
5.392,-0.03944,-0.048999,-0.16315
5.409,-0.03944,-0.04967,-0.16399
5.424,-0.02958,-0.050187,-0.16474
5.442,-0.01972,-0.050631,-0.16565
5.46,-0.00986,-0.050897,-0.16656
5.478,-0.00986,-0.051075,-0.16748
5.494,0.00986,-0.051075,-0.1683
5.509,-0.01972,-0.051149,-0.16906
5.527,0.01972,-0.051149,-0.16999
5.544,0.02958,-0.05073,-0.17085
5.56,0.01972,-0.050335,-0.17166
5.576,-0,-0.050178,-0.17246
5.608,-0.05916,-0.051124,-0.17408
5.625,-0.02958,-0.051878,-0.17496
5.643,-0.01972,-0.052322,-0.1759
5.661,0.0493,-0.052056,-0.17684
5.678,-0.01972,-0.051804,-0.17772
5.694,0.00986,-0.051883,-0.17855
5.709,-0.00986,-0.051883,-0.17933
5.726,-0.01972,-0.052135,-0.18021
5.742,0.03944,-0.051977,-0.18105
5.759,-0.01972,-0.051809,-0.18193
5.777,-0.00986,-0.052076,-0.18286
5.794,-0,-0.052159,-0.18375
5.81,-0.01972,-0.052317,-0.18458
5.826,0.05916,-0.052002,-0.18542
5.843,-0.01972,-0.051666,-0.1863
5.861,-0,-0.051844,-0.18723
5.876,-0.06902,-0.052362,-0.18801
5.908,-0.02958,-0.053939,-0.18971
5.925,-0.03944,-0.054526,-0.19064
5.943,0.00986,-0.054792,-0.19162
5.96,0.05916,-0.054205,-0.19255
5.978,-0.00986,-0.053762,-0.19352
5.994,-0.02958,-0.054077,-0.19438
6.009,-0.02958,-0.054521,-0.1952
6.026,-0.01972,-0.05494,-0.19613
6.041,0.0493,-0.054718,-0.19695
6.059,-0.02958,-0.054541,-0.19793
6.077,-0.01972,-0.054984,-0.19892
6.094,-0.01972,-0.05532,-0.19985
6.11,-0.03944,-0.055793,-0.20074
6.142,0.0493,-0.055635,-0.20253
6.158,0.02958,-0.055004,-0.20341
6.174,-0.01972,-0.054925,-0.20429
6.19,-0.0493,-0.055477,-0.20517
6.207,0.01972,-0.055729,-0.20612
6.225,0.01972,-0.055374,-0.20712
6.243,0.03944,-0.054841,-0.20811
6.26,-0.02958,-0.054758,-0.20904
6.278,-0.02958,-0.05529,-0.21003
6.293,-0.05916,-0.055955,-0.21087
6.309,-0.03944,-0.056744,-0.21177
6.326,0.02958,-0.056828,-0.21273
6.341,0.02958,-0.056384,-0.21358
6.359,-0.0493,-0.056562,-0.2146
6.376,-0.02958,-0.057232,-0.21557
6.412,-0.00986,-0.057942,-0.21764
6.427,0.00986,-0.057942,-0.21851
6.443,0.02958,-0.057627,-0.21943
6.459,0.01972,-0.057232,-0.22035
6.475,-0.00986,-0.057153,-0.22127
6.493,-0.00986,-0.057331,-0.2223
6.51,-0.03944,-0.05775,-0.22328
6.528,-0.01972,-0.058282,-0.22432
6.543,0.01972,-0.058282,-0.2252
6.559,0.0493,-0.05773,-0.22612
6.576,-0.02958,-0.057563,-0.2271
6.623,-0.01972,-0.058721,-0.22984
6.639,-0,-0.058879,-0.23078
6.662,0.02958,-0.058539,-0.23213
6.679,-0.01972,-0.058455,-0.23312
6.697,-0.02958,-0.058899,-0.23418
6.714,0.02958,-0.058899,-0.23518
6.732,-0.02958,-0.058899,-0.23624
6.75,0.0493,-0.058721,-0.2373
6.767,0.02958,-0.058051,-0.23829
6.785,0.00986,-0.057696,-0.23933
6.8,0.00986,-0.057548,-0.2402
6.816,-0.03944,-0.057785,-0.24112
6.833,0.00986,-0.058036,-0.2421
6.848,0.03944,-0.057666,-0.24297
6.866,-0,-0.057311,-0.24401
6.883,-0.01972,-0.057479,-0.24498
6.901,-0.0493,-0.0581,-0.24602
6.919,-0,-0.058544,-0.24707
6.934,0.03944,-0.058248,-0.24795
6.95,-0.00986,-0.058011,-0.24888
6.966,0.00986,-0.058011,-0.24981
6.982,-0.0493,-0.058327,-0.25074
7,-0.03944,-0.059125,-0.25179
7.018,0.00986,-0.059392,-0.25286
7.036,0.03944,-0.058948,-0.25393
7.051,0.02958,-0.05843,-0.25481
7.069,-0.02958,-0.05843,-0.25586
7.087,-0.02958,-0.058963,-0.25691
7.104,0.03944,-0.058879,-0.25792
7.123,0.03944,-0.05813,-0.25903
7.14,-0.01972,-0.057962,-0.26001
7.158,0.00986,-0.058051,-0.26106
7.176,-0.02958,-0.058228,-0.2621
7.193,-0.00986,-0.058563,-0.2631
7.195,-0.00986,-0.058583,-0.26321
7.212,0.02958,-0.058416,-0.26421
7.229,-0,-0.058164,-0.2652
7.247,-0,-0.058164,-0.26625
7.282,-0.03944,-0.058854,-0.26829
7.3,-0.00986,-0.059298,-0.26936
7.317,0.02958,-0.05913,-0.27036
7.335,0.02958,-0.058598,-0.27142
7.351,0.00986,-0.058282,-0.27236
7.366,-0.03944,-0.058504,-0.27324
7.383,0.00986,-0.058756,-0.27423
7.398,0.00986,-0.058608,-0.27511
7.416,0.00986,-0.05843,-0.27617
7.434,-0.00986,-0.05843,-0.27722
7.451,-0.01972,-0.058682,-0.27821
7.467,-0.0493,-0.059234,-0.27916
7.482,0.01972,-0.059456,-0.28005
7.498,-0.00986,-0.059377,-0.281
7.516,0.03944,-0.059111,-0.28206
7.533,-0.01972,-0.058943,-0.28307
7.551,0.00986,-0.059032,-0.28413
7.568,-0.03944,-0.059283,-0.28513
7.584,0.02958,-0.059362,-0.28608
7.6,0.01972,-0.058968,-0.28703
7.616,0.01972,-0.058652,-0.28797
7.649,-0.00986,-0.05849,-0.2899
7.667,-0.02958,-0.058844,-0.29096
7.685,-0.00986,-0.059199,-0.29202
7.702,-0.03944,-0.059618,-0.29303
7.72,0.01972,-0.059796,-0.29411
7.737,0,-0.059628,-0.29512
7.755,-0.00986,-0.059717,-0.2962
7.773,-0.01972,-0.059983,-0.29727
7.79,0.0493,-0.059732,-0.29829
7.808,-0,-0.059288,-0.29936
7.826,0,-0.059288,-0.30043
7.845,-0.01972,-0.059476,-0.30156
7.863,-0.08874,-0.060452,-0.30264
7.88,-0.01972,-0.061374,-0.30367
7.898,0.01972,-0.061374,-0.30478
7.915,0,-0.061206,-0.30582
7.934,-0,-0.061206,-0.30698
7.952,-0.02958,-0.061472,-0.30809
7.967,-0.0493,-0.062064,-0.30901
7.983,0,-0.062458,-0.31001
7.999,0.01972,-0.0623,-0.31101
8.015,0,-0.062143,-0.312
8.033,-0.01972,-0.06232,-0.31312
8.051,-0.00986,-0.062586,-0.31425
8.068,-0.02958,-0.062922,-0.31531
8.083,-0.01972,-0.063291,-0.31626
8.116,0.01972,-0.063291,-0.31835
8.133,0.00986,-0.06304,-0.31942
8.152,-0.01972,-0.063134,-0.32062
8.169,-0.00986,-0.063385,-0.3217
8.187,0,-0.063474,-0.32284
8.205,0.01972,-0.063296,-0.32398
8.222,0,-0.063129,-0.32505
8.24,-0.01972,-0.063306,-0.32619
8.257,0.01972,-0.063306,-0.32727
8.276,-0.02958,-0.0634,-0.32847
8.278,0.02958,-0.0634,-0.3286
8.295,0.01972,-0.062981,-0.32967
8.33,0.00986,-0.062463,-0.33187
8.347,-0.02958,-0.062631,-0.33293
8.365,-0.00986,-0.062986,-0.33406
8.381,-0.00986,-0.063143,-0.33507
8.398,0.02958,-0.062976,-0.33614
8.416,0.01972,-0.062532,-0.33727
8.431,0.02958,-0.062162,-0.33821
8.449,0.01972,-0.061719,-0.33932
8.467,-0,-0.061541,-0.34043
8.484,-0.01972,-0.061709,-0.34148
8.502,0.03944,-0.061531,-0.34259
8.517,0.0493,-0.060866,-0.34351
8.533,-0,-0.060471,-0.34448
8.551,-0.01972,-0.060649,-0.34557
8.568,-0.03944,-0.061152,-0.3466
8.584,0.02958,-0.061231,-0.34758
8.632,0.01972,-0.060047,-0.35049
8.647,-0,-0.059899,-0.35139
8.666,-0.02958,-0.060181,-0.35253
8.683,-0.0493,-0.060851,-0.35356
8.701,-0.01972,-0.061472,-0.35466
8.719,-0.00986,-0.061738,-0.35577
8.737,0.01972,-0.06165,-0.35688
8.755,-0.00986,-0.061561,-0.35799
8.77,-0.01972,-0.061783,-0.35892
8.786,0.01972,-0.061783,-0.3599
8.802,0.00986,-0.061546,-0.36089
8.819,0.03944,-0.061127,-0.36193
8.837,0.00986,-0.060683,-0.36303
8.854,0,-0.0606,-0.36406
8.872,-0.06902,-0.061221,-0.36516
8.888,0,-0.061773,-0.36614
8.903,0,-0.061773,-0.36707
8.921,0,-0.061773,-0.36818
8.938,0.00986,-0.061689,-0.36923
8.956,0.01972,-0.061423,-0.37034
8.972,-0.01972,-0.061423,-0.37132
8.987,0.00986,-0.061497,-0.37224
9.006,0.0493,-0.060935,-0.37341
9.023,-0.02958,-0.060767,-0.37444
9.041,-0.01972,-0.061211,-0.37554
9.059,-0.01972,-0.061566,-0.37664
9.077,0.00986,-0.061655,-0.37775
9.095,0.00986,-0.061477,-0.37886
9.11,-0.00986,-0.061477,-0.37978
9.128,-0,-0.061566,-0.38089
9.146,-0.0493,-0.06201,-0.382
9.163,-0.02958,-0.06268,-0.38306
9.181,0.03944,-0.062591,-0.38419
9.199,-0.02958,-0.062503,-0.38531
9.217,0,-0.062769,-0.38644
9.235,-0.03944,-0.063124,-0.38757
9.252,-0.02958,-0.06371,-0.38865
9.27,0,-0.063977,-0.3898
9.288,-0.00986,-0.064065,-0.39095
9.306,0.03944,-0.063799,-0.39211
9.324,-0.03944,-0.063799,-0.39325
9.341,-0,-0.064134,-0.39434
9.359,-0.01972,-0.064312,-0.3955
9.376,-0.02958,-0.064731,-0.39659
9.394,0.00986,-0.064908,-0.39776
9.413,-0.01972,-0.065002,-0.39899
9.43,-0,-0.06517,-0.4001
9.432,-0.01972,-0.065189,-0.40023
9.449,0.00986,-0.065273,-0.40134
9.484,-0,-0.065101,-0.40362
9.502,-0,-0.065101,-0.40479
9.519,-0.0493,-0.06552,-0.4059
9.537,-0.00986,-0.066052,-0.40709
9.554,-0.00986,-0.06622,-0.40821
9.572,0.00986,-0.06622,-0.4094
9.588,0.01972,-0.065983,-0.41046
9.603,-0.01972,-0.065983,-0.41145
9.619,-0,-0.066141,-0.41251
9.636,-0.01972,-0.066308,-0.41363
9.654,0,-0.066486,-0.41483
9.672,0.02958,-0.06622,-0.41602
9.689,0.00986,-0.065885,-0.41715
9.705,-0.02958,-0.066042,-0.4182
9.72,-0.03944,-0.06656,-0.4192
9.738,-0.02958,-0.067181,-0.4204
9.756,-0.01972,-0.067625,-0.42161
9.771,0.0493,-0.067403,-0.42263
9.787,-0.00986,-0.067087,-0.4237
9.819,-0.03944,-0.067876,-0.42586
9.837,-0.00986,-0.06832,-0.42709
9.854,0.02958,-0.068152,-0.42825
9.872,0.0493,-0.067442,-0.42947
9.889,-0.01972,-0.067191,-0.43061
9.905,-0.0493,-0.067743,-0.43169
9.921,-0.0493,-0.068532,-0.43278
9.937,-0.00986,-0.069005,-0.43388
9.953,-0.02958,-0.069321,-0.43499
9.97,-0,-0.069572,-0.43617
9.988,0.02958,-0.069306,-0.43742
10.006,-0.0493,-0.069483,-0.43867
10.021,-0.0493,-0.070223,-0.43972
10.037,-0.01972,-0.070775,-0.44084
10.069,0,-0.071091,-0.44311
10.087,0.03944,-0.070736,-0.44439
10.104,-0.02958,-0.070652,-0.44559
10.122,0,-0.070918,-0.44687
10.139,-0.01972,-0.071086,-0.44807
10.155,0.03944,-0.070928,-0.44921
10.171,0.00986,-0.070534,-0.45034
10.187,0.02958,-0.070218,-0.45147
10.203,-0,-0.069981,-0.45259
10.22,-0.00986,-0.070065,-0.45378
10.238,-0.03944,-0.070509,-0.45504
10.256,0.01972,-0.070686,-0.45632
10.271,-0.01972,-0.070686,-0.45738
10.287,-0.00986,-0.070923,-0.45851
10.32,-0.0493,-0.071899,-0.46087
10.338,-0.06902,-0.072964,-0.46217
10.355,0.0493,-0.073132,-0.46341
10.373,0.0493,-0.072244,-0.46472
10.388,0.02958,-0.071653,-0.4658
10.404,-0.01972,-0.071574,-0.46694
10.421,-0.00986,-0.071825,-0.46816
10.436,-0.02958,-0.072121,-0.46924
10.454,-0.02958,-0.072653,-0.47055
10.471,0.01972,-0.072737,-0.47178
10.489,-0.01972,-0.072737,-0.47309
10.505,0.00986,-0.072816,-0.47426
10.521,0,-0.072737,-0.47542
10.539,0.03944,-0.072382,-0.47673
10.554,0.01972,-0.071939,-0.47781
10.57,0.02958,-0.071544,-0.47896
10.603,-0.01972,-0.071381,-0.48131
10.621,-0.03944,-0.071914,-0.4826
10.652,-0.01972,-0.072831,-0.48485
10.669,-0.00986,-0.073082,-0.48609
10.686,0.02958,-0.072915,-0.48733
10.704,-0.03944,-0.073003,-0.48864
10.722,-0.03944,-0.073713,-0.48996
10.74,-0.06902,-0.07469,-0.4913
10.758,-0.00986,-0.075399,-0.49265
10.775,0.02958,-0.075232,-0.49393
10.791,0.02958,-0.074759,-0.49513
10.806,-0.00986,-0.074611,-0.49625
10.823,-0.0493,-0.075113,-0.49752
10.839,-0.0493,-0.075902,-0.49873
10.856,0.0493,-0.075902,-0.50002
10.875,-0.01972,-0.075621,-0.50146
10.891,-0.01972,-0.075937,-0.50267
10.907,-0.02958,-0.076331,-0.50389
10.924,-0.0493,-0.077002,-0.50519
10.939,-0.02958,-0.077593,-0.50635
10.957,0.02958,-0.077593,-0.50775
10.975,0.01972,-0.07715,-0.50914
10.993,-0.01972,-0.07715,-0.51053
11.011,-0.00986,-0.077416,-0.51192
11.028,0.00986,-0.077416,-0.51324
11.046,-0.01972,-0.077505,-0.51463
11.064,0.0493,-0.077238,-0.51603
11.082,0.00986,-0.076706,-0.51741
11.101,-0.00986,-0.076706,-0.51887
11.119,-0.01972,-0.076972,-0.52025
11.137,-0.00986,-0.077238,-0.52164
11.154,0.02958,-0.077071,-0.52295
11.172,0.03944,-0.07645,-0.52433
11.188,0,-0.076134,-0.52555
11.205,-0,-0.076134,-0.52685
11.224,-0.03944,-0.076509,-0.5283
11.241,0.01972,-0.076676,-0.5296
11.257,0.02958,-0.076282,-0.53082
11.273,-0.00986,-0.076124,-0.53204
11.288,-0,-0.076198,-0.53319
11.306,-0.00986,-0.076287,-0.53456
11.323,-0,-0.076371,-0.53586
11.341,0.02958,-0.076104,-0.53723
11.359,-0.00986,-0.075927,-0.5386
11.374,-0.00986,-0.076075,-0.53974
11.39,-0.03944,-0.076469,-0.54096
11.422,-0.01972,-0.077416,-0.54342
11.44,0.02958,-0.077327,-0.54481
11.457,0.00986,-0.076992,-0.54612
11.475,-0.01972,-0.077081,-0.54751
11.492,-0.00986,-0.077332,-0.54882
11.508,-0.03944,-0.077726,-0.55006
11.524,-0.02958,-0.078279,-0.55131
11.54,0.00986,-0.078436,-0.55256
11.557,0.00986,-0.078269,-0.5539
11.573,-0.02958,-0.078426,-0.55515
11.589,-0.0493,-0.079057,-0.55641
11.622,-0.02958,-0.080359,-0.55904
11.64,0,-0.080625,-0.56049
11.657,0.00986,-0.080541,-0.56186
