16937.075 -0.0020 -0.0107 0.0198 -0.0063 0.0066 0.0161
16937.124 0.0000 -0.0146 0.0464 -0.0160 0.0036 0.0203
16937.163 0.0039 0.0029 0.0378 -0.0166 0.0025 0.0278
16937.214 -0.0068 -0.0010 0.0273 -0.0162 0.0071 0.0305
16937.266 -0.0234 -0.0020 0.0227 -0.0144 0.0065 0.0261
16937.318 -0.0205 0.0098 0.0249 -0.0155 0.0012 0.0255
16937.369 -0.0186 0.0264 0.0398 -0.0189 -0.0042 0.0321
16937.41 -0.0078 0.0273 0.0303 -0.0138 -0.0039 0.0267
16937.461 0.0049 0.0059 0.0227 -0.0053 -0.0083 0.0227
16937.514 -0.0039 0.0068 0.0259 -0.0145 -0.0060 0.0236
16937.565 -0.0049 0.0234 0.0496 -0.0123 -0.0047 0.0254
16937.616 0.0020 0.0244 0.0625 -0.0014 0.0014 0.0181
16937.668 0.0068 0.0059 0.0872 0.0071 -0.0007 0.0280
16937.709 -0.0029 0.0195 0.0806 0.0079 -0.0041 0.0278
16937.775 -0.0117 0.0283 0.1013 0.0212 -0.0014 0.0363
16937.812 -0.0176 0.0195 0.1094 0.0229 -0.0053 0.0386
16937.859 -0.0176 0.0107 0.1145 0.0138 -0.0121 0.0346
16937.911 -0.0205 -0.0029 0.0991 0.0208 -0.0213 0.0226
16937.962 -0.0342 0.0078 0.1062 0.0269 -0.0229 0.0244
16938.013 -0.0098 0.0205 0.1094 0.0258 -0.0230 0.0247
16938.063 -0.0146 0.0244 0.1370 0.0333 -0.0341 0.0198
16938.111 -0.0156 0.0244 0.1284 0.0389 -0.0414 0.0269
16938.162 -0.0098 0.0342 0.1736 0.0374 -0.0463 0.0220
16938.215 -0.0020 0.0449 0.1621 0.0373 -0.0421 0.0290
16938.266 0.0059 0.0322 0.1653 0.0424 -0.0479 0.0298
16938.32 0.0195 0.0234 0.1978 0.0404 -0.0414 0.0383
16938.369 0.0195 0.0264 0.2166 0.0374 -0.0415 0.0353
16938.422 0.0098 0.0283 0.2207 0.0306 -0.0407 0.0371
16938.473 0.0137 0.0293 0.2522 0.0424 -0.0465 0.0351
16938.517 0.0107 0.0410 0.2271 0.0456 -0.0433 0.0387
16938.568 0.0098 0.0352 0.2458 0.0613 -0.0453 0.0486
16938.621 0.0078 0.0313 0.2383 0.0702 -0.0479 0.0509
16938.673 0.0176 0.0322 0.2512 0.0692 -0.0451 0.0517
16938.722 0.0107 0.0322 0.2749 0.0666 -0.0419 0.0635
16938.773 0.0322 0.0313 0.3142 0.0713 -0.0525 0.0672
16938.817 0.0254 0.0361 0.3145 0.0798 -0.0474 0.0662
16938.87 0.0322 0.0303 0.3206 0.0849 -0.0480 0.0608
16938.92 0.0293 0.0254 0.3501 0.0948 -0.0457 0.0587
16938.971 0.0381 0.0234 0.3728 0.1009 -0.0487 0.0591
16939.024 0.0498 0.0381 0.3809 0.1156 -0.0479 0.0623
16939.075 0.0508 0.0381 0.4006 0.1064 -0.0413 0.0584
16939.128 0.0508 0.0381 0.4321 0.1034 -0.0367 0.0649
16939.175 0.0479 0.0439 0.4480 0.1085 -0.0359 0.0662
16939.222 0.0410 0.0557 0.4600 0.1161 -0.0365 0.0709
16939.272 0.0371 0.0635 0.4846 0.1159 -0.0356 0.0794
16939.325 0.0342 0.0635 0.4897 0.1192 -0.0424 0.0773
16939.371 0.0479 0.0586 0.4880 0.1272 -0.0521 0.0829
16939.422 0.0361 0.0713 0.4873 0.1375 -0.0513 0.0804
16939.473 0.0313 0.0723 0.5032 0.1398 -0.0490 0.0808
16939.526 0.0293 0.0674 0.4985 0.1478 -0.0477 0.0792
16939.578 0.0381 0.0732 0.5183 0.1615 -0.0545 0.0872
16939.62 0.0352 0.0742 0.5332 0.1771 -0.0513 0.0837
16939.673 0.0381 0.0850 0.5686 0.1808 -0.0500 0.0779
16939.724 0.0283 0.0967 0.5923 0.1745 -0.0511 0.0778
16939.772 0.0254 0.0898 0.6208 0.1749 -0.0469 0.0819
16939.831 0.0234 0.0967 0.6406 0.1757 -0.0594 0.0742
16939.884 0.0264 0.1025 0.6682 0.1713 -0.0447 0.0717
16939.929 0.0195 0.1123 0.6577 0.1741 -0.0530 0.0749
16939.978 0.0186 0.1094 0.6951 0.1701 -0.0593 0.0671
16940.023 0.0195 0.1240 0.7129 0.1643 -0.0699 0.0589
16940.083 0.0254 0.1074 0.7288 0.1589 -0.0710 0.0521
16940.127 0.0400 0.1035 0.7183 0.1741 -0.0721 0.0467
16940.176 0.0322 0.1055 0.7712 0.1816 -0.0770 0.0418
16940.228 0.0244 0.0967 0.7529 0.1862 -0.0781 0.0465
16940.279 0.0264 0.1104 0.7678 0.1852 -0.0796 0.0554
16940.323 0.0166 0.1074 0.7651 0.1889 -0.0816 0.0524
16940.372 0.0176 0.1299 0.7722 0.1954 -0.0775 0.0542
16940.424 0.0264 0.1406 0.7871 0.1953 -0.0771 0.0464
16940.475 0.0156 0.1396 0.8108 0.1942 -0.0753 0.0468
16940.526 0.0107 0.1436 0.8062 0.2051 -0.0783 0.0386
16940.579 0.0049 0.1426 0.8171 0.2079 -0.0770 0.0356
16940.629 0.0088 0.1357 0.8047 0.1991 -0.0762 0.0383
16940.68 0.0059 0.1260 0.8049 0.2095 -0.0758 0.0306
