1484328313,-0.0248,0.3870,-0.0166,-0.6485,1.3809,-0.4959
1484328313,-0.0292,0.3892,-0.0146,-0.5112,1.2588,-0.4883
1484328313,-0.0236,0.3907,-0.0212,-0.3357,1.1215,-0.6638
1484328313,-0.0289,0.3873,-0.0164,-0.4730,1.3046,-0.7172
1484328313,-0.0248,0.3878,-0.0137,-0.5264,1.3504,-0.5951
1484328313,-0.0238,0.3939,-0.0232,-0.5417,1.3428,-0.6561
1484328314,-0.0260,0.3902,-0.0183,-0.5569,1.4343,-0.6485
1484328314,-0.0211,0.3870,-0.0176,-0.5417,1.3199,-0.6409
1484328314,-0.0253,0.3841,-0.0117,-0.4501,1.1215,-0.7172
1484328314,-0.0270,0.3853,-0.0171,-0.6714,1.2665,-0.8011
1484328314,-0.0294,0.3856,-0.0200,-0.6332,1.4191,-0.6561
1484328314,-0.0175,0.3902,-0.0098,-0.5569,1.1826,-0.6256
1484328314,-0.0267,0.3892,-0.0200,-0.4501,1.1902,-0.7858
1484328314,-0.0309,0.3882,-0.0215,-0.6256,1.3428,-0.8087
1484328314,-0.0245,0.3931,-0.0159,-0.4044,1.1368,-0.6256
1484328314,-0.0267,0.3909,-0.0112,-0.5341,1.5640,-0.5112
1484328314,-0.0302,0.3848,-0.0127,-0.5188,1.2054,-0.5493
1484328314,-0.0199,0.3878,-0.0100,-0.2975,1.1368,-0.7019
1484328314,-0.0282,0.3865,-0.0122,-0.6561,1.3657,-0.7324
1484328314,-0.0292,0.3863,-0.0200,-0.4349,1.2970,-0.6714
1484328314,-0.0245,0.3919,-0.0122,-0.4654,1.1826,-0.5264
1484328314,-0.0228,0.3922,-0.0120,-0.5722,1.3046,-0.6332
1484328314,-0.0292,0.3860,-0.0212,-0.6409,1.2970,-0.7248
1484328314,-0.0248,0.3870,-0.0125,-0.7095,1.3275,-0.6332
1484328314,-0.0270,0.3882,-0.0186,-0.5264,1.1520,-0.8698
1484328314,-0.0248,0.3853,-0.0137,-0.4959,1.2817,-0.6104
1484328314,-0.0267,0.3917,-0.0142,-0.6485,1.3046,-0.6409
1484328314,-0.0255,0.3848,-0.0115,-0.6409,1.2588,-0.8392
1484328314,-0.0265,0.3814,-0.0186,-0.7706,1.2436,-0.6485
1484328315,-0.0216,0.3858,-0.0186,-0.6104,1.2741,-0.7553
1484328315,-0.0260,0.3870,-0.0178,-0.7706,1.3885,-0.8087
1484328315,-0.0253,0.3880,-0.0220,-0.7477,1.3428,-0.7553
1484328315,-0.0236,0.3895,-0.0171,-0.7401,1.6022,-0.6256
1484328315,-0.0250,0.3882,-0.0125,-0.5646,1.3809,-0.4959
1484328315,-0.0265,0.3873,-0.0166,-0.5188,1.3504,-0.6638
1484328315,-0.0197,0.3902,-0.0161,-0.5417,1.3199,-0.5112
1484328315,-0.0280,0.3878,-0.0112,-0.4120,1.3809,-0.6256
1484328315,-0.0211,0.3863,-0.0186,-0.6332,1.4648,-0.7248
1484328315,-0.0231,0.3951,-0.0176,-0.5264,1.3199,-0.7172
1484328315,-0.0287,0.3848,-0.0190,-0.7095,1.1826,-0.5264
1484328315,-0.0248,0.3878,-0.0225,-0.6714,1.3962,-0.6256
1484328315,-0.0209,0.3912,-0.0242,-0.6561,1.2131,-0.5951
1484328315,-0.0250,0.3868,-0.0212,-0.7324,1.4572,-0.7172
1484328315,-0.0238,0.3831,-0.0186,-0.5569,1.4114,-0.6866
1484328315,-0.0236,0.3868,-0.0193,-0.5798,1.3199,-0.7095
1484328315,-0.0289,0.3902,-0.0137,-0.6561,1.3504,-0.6638
1484328315,-0.0270,0.3858,-0.0122,-0.6714,1.3504,-0.7248
1484328315,-0.0231,0.3907,-0.0132,-0.7706,1.3657,-0.5341
1484328315,-0.0260,0.3900,-0.0183,-0.5188,1.5030,-0.5417
1484328315,-0.0272,0.3885,-0.0144,-0.5341,1.4038,-0.8163
1484328315,-0.0255,0.3890,-0.0171,-0.7248,1.3733,-0.6332
1484328315,-0.0245,0.3936,-0.0103,-0.6409,1.3351,-0.7095
1484328316,-0.0228,0.3860,-0.0132,-0.4730,1.4725,-0.6027
1484328316,-0.0233,0.3880,-0.0154,-0.5569,1.4114,-0.5569
1484328316,-0.0216,0.3897,-0.0164,-0.6485,1.3962,-0.7706
1484328316,-0.0265,0.3917,-0.0134,-0.6790,1.3351,-0.7629
1484328316,-0.0226,0.3922,-0.0149,-0.5264,1.5182,-0.5493
1484328316,-0.0245,0.3860,-0.0217,-0.6180,1.2970,-0.6561
1484328316,-0.0265,0.3843,-0.0161,-0.5951,1.2512,-0.6714
1484328316,-0.0258,0.3909,-0.0171,-0.5798,1.3962,-0.6790
1484328316,-0.0233,0.3897,-0.0171,-0.6180,1.4420,-0.8087
1484328316,-0.0216,0.3863,-0.0125,-0.6561,1.3962,-0.8392
1484328316,-0.0245,0.3873,-0.0132,-0.8469,1.2131,-0.4959
1484328316,-0.0231,0.3956,-0.0337,0.0229,1.4420,-0.8926
1484328316,-0.0248,0.3858,-0.0242,0.4272,1.0071,-0.7401
1484328316,-0.0150,0.3904,-0.0178,1.5793,1.0757,-0.6561
1484328316,-0.0253,0.3782,-0.0061,1.9226,0.9995,-0.7629
1484328316,-0.0243,0.3768,-0.0146,0.7858,0.9232,-0.6561
1484328316,-0.0258,0.3626,0.0149,0.3891,1.0452,0.6485
1484328316,-0.0248,0.3817,-0.0168,-0.2670,1.2970,-0.5646
