17218.588 -0.0078 0.0017 -0.0085 0.0089 0.0037 -0.0054
17218.632 0.0088 0.0142 0.0024 0.0064 0.0045 0.0021
17218.689 -0.0049 0.0090 -0.0042 0.0082 0.0116 0.0020
17218.728 0.0059 0.0156 0.0000 0.0143 0.0124 0.0028
17218.771 0.0049 0.0134 0.0042 0.0103 0.0137 0.0027
17218.827 0.0010 0.0269 -0.0034 0.0126 0.0136 0.0054
17218.871 -0.0029 0.0090 -0.0061 0.0206 0.0097 0.0063
17218.932 0.0146 0.0020 -0.0293 0.0209 0.0181 -0.0020
17218.971 0.0156 0.0105 -0.0193 0.0308 0.0108 -0.0064
17219.026 0.0313 0.0220 -0.0435 0.0378 0.0088 -0.0070
17219.077 0.0371 0.0266 -0.0403 0.0401 0.0039 -0.0024
17219.134 0.0283 0.0264 -0.0244 0.0395 0.0029 -0.0068
17219.173 0.0537 0.0134 -0.0183 0.0303 -0.0039 0.0022
17219.224 0.0488 0.0249 -0.0200 0.0378 -0.0065 0.0163
17219.275 0.0586 0.0403 -0.0315 0.0458 -0.0147 0.0129
17219.327 0.0498 0.0400 -0.0010 0.0471 -0.0224 0.0108
17219.376 0.0439 0.0339 -0.0212 0.0389 -0.0331 0.0117
17219.429 0.0420 0.0308 -0.0356 0.0416 -0.0298 0.0201
17219.478 0.0605 0.0276 -0.0286 0.0410 -0.0362 0.0233
17219.529 0.0664 0.0107 -0.0137 0.0370 -0.0406 0.0280
17219.579 0.0615 0.0251 -0.0251 0.0302 -0.0517 0.0231
17219.628 0.0742 0.0122 -0.0229 0.0249 -0.0532 0.0230
17219.679 0.0684 0.0168 -0.0168 0.0257 -0.0471 0.0238
17219.728 0.0713 0.0127 -0.0029 0.0313 -0.0420 0.0194
17219.779 0.0664 0.0144 0.0051 0.0221 -0.0397 0.0231
17219.829 0.0527 0.0229 0.0151 0.0224 -0.0422 0.0201
17219.88 0.0527 0.0168 0.0300 0.0142 -0.0328 0.0238
17219.931 0.0420 0.0020 0.0313 0.0141 -0.0315 0.0265
17219.98 0.0498 0.0056 0.0129 0.0030 -0.0297 0.0287
17220.031 0.0410 0.0093 0.0024 0.0057 -0.0380 0.0315
17220.08 0.0391 0.0012 -0.0100 0.0089 -0.0428 0.0328
17220.135 0.0605 0.0000 -0.0186 0.0231 -0.0396 0.0265
17220.173 0.0576 -0.0081 -0.0017 0.0158 -0.0417 0.0301
17220.229 0.0508 0.0054 -0.0024 0.0148 -0.0456 0.0300
17220.282 0.0596 0.0100 0.0095 0.0161 -0.0429 0.0390
17220.332 0.0703 -0.0166 -0.0039 0.0092 -0.0492 0.0345
17220.383 0.0645 -0.0061 0.0002 0.0034 -0.0455 0.0363
17220.432 0.0732 0.0005 0.0103 -0.0005 -0.0427 0.0328
17220.485 0.0654 0.0129 0.0154 -0.0083 -0.0405 0.0318
17220.535 0.0732 0.0059 0.0029 -0.0075 -0.0382 0.0288
17220.584 0.0703 0.0125 0.0149 -0.0133 -0.0383 0.0205
17220.628 0.0684 0.0161 0.0103 -0.0144 -0.0461 0.0252
17220.677 0.0801 0.0149 0.0066 -0.0198 -0.0438 0.0279
17220.728 0.0674 0.0146 -0.0098 -0.0113 -0.0396 0.0192
17220.779 0.0830 0.0164 -0.0330 -0.0138 -0.0493 0.0224
17220.832 0.0830 0.0190 -0.0249 -0.0164 -0.0547 0.0218
17220.883 0.0869 0.0198 0.0076 -0.0069 -0.0567 0.0198
17220.936 0.0830 0.0225 0.0039 -0.0004 -0.0582 0.0134
17220.978 0.0967 0.0222 -0.0164 -0.0015 -0.0674 0.0105
17221.045 0.0859 0.0200 0.0063 0.0013 -0.0728 0.0113
17221.08 0.0957 0.0208 0.0125 0.0026 -0.0734 0.0116
17221.143 0.0908 0.0186 -0.0049 -0.0019 -0.0678 0.0115
17221.188 0.1035 0.0183 -0.0359 -0.0087 -0.0770 0.0104
17221.229 0.1025 0.0229 -0.0142 -0.0202 -0.0828 0.0103
17221.293 0.1074 0.0354 -0.0100 -0.0137 -0.0834 0.0097
17221.337 0.0947 0.0400 -0.0078 -0.0090 -0.0835 0.0086
17221.388 0.0898 0.0349 -0.0027 0.0066 -0.0884 0.0128
17221.432 0.0977 0.0386 -0.0093 0.0122 -0.0795 -0.0002
17221.484 0.0928 0.0315 -0.0325 0.0159 -0.0701 -0.0104
17221.534 0.1016 0.0205 -0.0439 0.0219 -0.0678 -0.0177
17221.585 0.1064 0.0222 -0.0457 0.0290 -0.0632 -0.0130
17221.634 0.1172 0.0181 -0.0591 0.0250 -0.0709 -0.0069
17221.685 0.1279 0.0208 -0.0667 0.0235 -0.0682 -0.0004
17221.734 0.1484 0.0146 -0.0684 0.0224 -0.0692 0.0009
17221.782 0.1484 0.0183 -0.0652 0.0222 -0.0775 0.0003
